"Chronic Absenteeism, 2013-14",,,,
"All Districts, All Schools, All Students",,,,
,,,,
District,District Code,School,School Code,% Chronically Absent
Unified School District #1,3360015,Bridgeport Correctional Center,3360115,*
Unified School District #1,3360015,Brooklyn Correctional Institution,3360215,*
Unified School District #1,3360015,Cheshire Correctional Institution,3360315,65.2
Unified School District #1,3360015,Corrigan/Radgowski Correctional Institution,3362415,25.9
Unified School District #1,3360015,Enfield Correctional Institution,3360415,*
Unified School District #1,3360015,Garner Correctional Institution,3361915,52
Unified School District #1,3360015,Hartford Correctional Center,3360615,*
Unified School District #1,3360015,MacDougall/Walker Correctional Institution,3362215,*
Unified School District #1,3360015,Manson Youth Institution,3361115,18.4
Unified School District #1,3360015,New Haven Correctional Center,3360915,*
Unified School District #1,3360015,Northern Correctional Institution,3362615,*
Unified School District #1,3360015,Osborn Correctional Institution,3361215,*
Unified School District #1,3360015,Robinson Correctional Institution,3361315,*
Unified School District #1,3360015,York Correctional Institution,3362515,*
Unified School District #2,3470015,Children's Place School,3470115,0
Unified School District #2,3470015,Riverview School,3470315,*
Unified School District #2,3470015,Walter G. Cady School,3476715,0
Union School District,1450011,Union Elementary School,1450111,*
Vernon School District,1460011,Northeast School,1460311,*
Vernon School District,1460011,Center Road School,1461411,3.6
Vernon School District,1460011,Lake Street School,1460111,*
Vernon School District,1460011,Loveland Hill School,1460511,*
Vernon School District,1460011,Maple Street School,1460211,12.2
Vernon School District,1460011,Next Step Program (AACBP),1469011,*
Vernon School District,1460011,Rockville High School,1466111,13.3
Vernon School District,1460011,Skinner Road School,1461011,5.2
Vernon School District,1460011,Vernon Center Middle School,1465111,3.6
Voluntown School District,1470011,Voluntown Elementary School,1470111,9.5
Wallingford School District,1480011,Highland School,1480211,5.2
Wallingford School District,1480011,A.R.T.S. Academy,1489011,*
Wallingford School District,1480011,Cook Hill School,1481011,4
Wallingford School District,1480011,Dag  Hammarskjold Middle School,1485211,4
Wallingford School District,1480011,Evarts C. Stevens School,1480911,4.5
Wallingford School District,1480011,Harvest Park,1489211,*
Wallingford School District,1480011,James H. Moran Middle School,1485311,5.5
Wallingford School District,1480011,Lyman Hall High School,1486111,7.3
Wallingford School District,1480011,Mark T. Sheehan High School,1486211,8.2
Wallingford School District,1480011,Moses Y. Beach School,1480111,3.5
Wallingford School District,1480011,Multi-Vocational Life Skills Program,1489111,*
Wallingford School District,1480011,Parker Farms School,1480311,5
Wallingford School District,1480011,Pond Hill School,1481211,3.8
Wallingford School District,1480011,Rock Hill School,1480411,3.1
Wallingford School District,1480011,Yalesville School,1480811,2.4
Waterbury School District,1510011,West Side Middle School,1515211,21.4
Waterbury School District,1510011,Washington School,1512311,13.3
Waterbury School District,1510011,B. W. Tinker School,1512111,10.6
Waterbury School District,1510011,Bucks Hill School,1510511,14.3
Waterbury School District,1510011,Bunker Hill School,1510611,20.7
Waterbury School District,1510011,Carrington School,1512711,8.7
Waterbury School District,1510011,Crosby High School,1516211,30.9
Waterbury School District,1510011,Driggs School,1510911,26.6
Waterbury School District,1510011,Duggan School,1511611,17.8
Waterbury School District,1510011,Enlightenment School,1519111,91.5
Waterbury School District,1510011,F. J. Kingsbury School,1511411,14.4
Waterbury School District,1510011,Gilmartin School,1512611,11.1
Waterbury School District,1510011,H. S. Chase School,1510711,8.2
Waterbury School District,1510011,Hopeville School,1511311,20.7
Waterbury School District,1510011,John F. Kennedy High School,1516411,29.8
Waterbury School District,1510011,Maloney Interdistrict Magnet School,1513111,2.6
Waterbury School District,1510011,Margaret M. Generali Elementary School,1511111,9.6
Waterbury School District,1510011,Michael F. Wallace Middle School,1515111,22.7
Waterbury School District,1510011,North End Middle School,1515311,21
Waterbury School District,1510011,Reed School,1513411,11.9
Waterbury School District,1510011,Regan School,1512811,10.9
Waterbury School District,1510011,Rotella Interdistrict Magnet School,1513311,2.9
Waterbury School District,1510011,Sprague School,1512011,19.2
Waterbury School District,1510011,State Street School,1519011,79.7
Waterbury School District,1510011,Walsh School,1512211,23.8
Waterbury School District,1510011,Waterbury Arts Magnet School (High),1516011,16.1
Waterbury School District,1510011,Waterbury Arts Magnet School (Middle),1515011,7.3
Waterbury School District,1510011,Waterbury Career Academy,1516711,9.3
Waterbury School District,1510011,Wendell L. Cross School,1510811,6.8
Waterbury School District,1510011,Wilby High School,1516311,43.9
Waterbury School District,1510011,Woodrow Wilson School,1513211,19.9
Waterford School District,1520011,Clark Lane Middle School,1525111,7.3
Waterford School District,1520011,Great Neck Elementary School,1520211,3
Waterford School District,1520011,Oswegatchie Elementary School,1520611,3.8
Waterford School District,1520011,Quaker Hill Elementary School,1520711,5
Waterford School District,1520011,Waterford High School,1526111,6.9
Watertown School District,1530011,Fletcher W. Judson School,1530311,3.1
Watertown School District,1530011,John Trumbull Primary School,1530211,5
Watertown School District,1530011,Polk School,1530411,2.1
Watertown School District,1530011,Swift Middle School,1535111,5.5
Watertown School District,1530011,Watertown High School,1536111,23.6
West Hartford School District,1550011,Smith School,1551711,4.5
West Hartford School District,1550011,Achieve,1559111,*
West Hartford School District,1550011,Aiken School,1551611,4.6
West Hartford School District,1550011,Braeburn School,1550211,7
West Hartford School District,1550011,Bristow Middle School,1555311,4.6
West Hartford School District,1550011,Bugbee School,1550411,3.3
West Hartford School District,1550011,Charter Oak International Academy,1550511,4.6
West Hartford School District,1550011,Conard High School,1556111,5.5
West Hartford School District,1550011,Duffy School,1550611,3.5
West Hartford School District,1550011,Hall High School,1556211,4.4
West Hartford School District,1550011,King Philip Middle School,1555111,4.5
West Hartford School District,1550011,Morley School,1550911,3.4
West Hartford School District,1550011,Norfeldt School,1551011,3.5
West Hartford School District,1550011,STRIVE-West Hartford,1559211,66.7
West Hartford School District,1550011,Sedgwick Middle School,1555211,6.1
West Hartford School District,1550011,WAAVE (W Hartford Applied Academic/Voc'l Experience),1559011,*
West Hartford School District,1550011,Webster Hill School,1551211,6.1
West Hartford School District,1550011,Whiting Lane School,1551311,4.8
West Hartford School District,1550011,Wolcott School,1551511,4.9
West Haven School District,1560011,Washington School,1561211,14.1
West Haven School District,1560011,Alma E. Pagels School,1560811,15.9
West Haven School District,1560011,Carrigan 5/6 Intermediate School,1565311,13.2
West Haven School District,1560011,Edith E. Mackrille School,1560611,11
West Haven School District,1560011,Forest School,1560311,12
West Haven School District,1560011,Harry M. Bailey Middle School,1565111,18.4
West Haven School District,1560011,Life Skills,1560111,*
West Haven School District,1560011,Savin Rock Community School,1561411,13.8
West Haven School District,1560011,Seth G. Haley School,1560411,8.2
West Haven School District,1560011,West Haven High School,1566111,16.9
Westbrook School District,1540011,Daisy Ingraham School,1540211,4.2
Westbrook School District,1540011,Westbrook High School,1546111,6.8
Westbrook School District,1540011,Westbrook Middle School,1545111,2.3
Weston School District,1570011,Hurlbutt Elementary School,1570111,5.5
Weston School District,1570011,Weston High School,1576111,3.4
Weston School District,1570011,Weston Intermediate School,1570211,5.4
Weston School District,1570011,Weston Middle School,1575111,8.2
Westport School District,1580011,Bedford Middle School,1585111,4.9
Westport School District,1580011,Coleytown Elementary School,1580311,2
Westport School District,1580011,Coleytown Middle School,1585311,4.5
Westport School District,1580011,Green's Farms School,1580411,3.2
Westport School District,1580011,King's Highway Elementary School,1580511,1.6
Westport School District,1580011,Long Lots School,1580711,4.8
Westport School District,1580011,Saugatuck Elementary School,1580811,1.1
Westport School District,1580011,Staples High School,1586111,1.7
Wethersfield School District,1590011,Alfred W. Hanmer School,1590811,2.2
Wethersfield School District,1590011,Charles Wright School,1591011,2
Wethersfield School District,1590011,Emerson-Williams School,1590211,1.4
Wethersfield School District,1590011,Highcrest School,1591111,*
Wethersfield School District,1590011,Samuel B. Webb Elementary School,1591211,*
Wethersfield School District,1590011,Silas Deane Middle School,1595211,3.5
Wethersfield School District,1590011,Wethersfield High School,1596111,8.8
Willington School District,1600011,Center School,1600111,*
Willington School District,1600011,Hall Memorial School,1605111,4.9
Wilton School District,1610011,Middlebrook School,1615211,3.3
Wilton School District,1610011,Cider Mill School,1610711,1.4
Wilton School District,1610011,Miller-Driscoll School,1610511,3.3
Wilton School District,1610011,Wilton High School,1616111,37.2
Winchester School District,1620011,Batcheller Early Education Center,1620411,10.6
Winchester School District,1620011,Mary P. Hinsdale School,1620211,4.5
Winchester School District,1620011,Pearson Middle School,1625111,5.4
Winchester School District,1620011,WISE Academy,1620111,*
Windham School District,1630011,Charles H. Barrows STEM Academy,1630411,*
Windham School District,1630011,Natchaug School,1630111,20.8
Windham School District,1630011,North Windham School,1630311,9.5
Windham School District,1630011,W. B. Sweeney School,1630611,18.3
Windham School District,1630011,Windham Center School,1630511,11.8
Windham School District,1630011,Windham High School,1636111,33.2
Windham School District,1630011,Windham Middle School,1635111,17.8
Windsor Locks School District,1650011,North Street School,1650111,7
Windsor Locks School District,1650011,South Elementary School,1650411,5
Windsor Locks School District,1650011,Windsor Locks High School,1656111,16.5
Windsor Locks School District,1650011,Windsor Locks Middle School,1655111,9.4
Windsor School District,1640011,Clover Street School,1640111,*
Windsor School District,1640011,John F. Kennedy School,1640811,5.9
Windsor School District,1640011,Oliver Ellsworth School,1640911,5.2
Windsor School District,1640011,Poquonock Elementary School,1640511,7.2
Windsor School District,1640011,Sage Park Middle School,1645311,7.7
Windsor School District,1640011,Windsor High School,1646111,18.7
Wolcott School District,1660011,Alcott School,1660611,*
Wolcott School District,1660011,Frisbie School,1660211,*
Wolcott School District,1660011,Tyrrell Middle School,1665111,2
Wolcott School District,1660011,Wakelee School,1660511,*
Wolcott School District,1660011,Wolcott High School,1666111,6.6
Woodbridge School District,1670011,Beecher Road School,1670311,*
Woodstock Academy District,9030022,Woodstock Academy,9036122,6.4
Woodstock School District,1690011,Woodstock Elementary School,1690211,5.3
Woodstock School District,1690011,Woodstock Middle School,1695111,*
